id,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
45uQx1RducSi4LkrQ3krbj,classical,0.389,0.268,-19.766,0.0328,0.987,0.862,0.93,133.851
1LL8dCWMeLWOoTMbbcFR4S,classical,0.278,0.335,-15.782,0.034,0.989,0.883,0.763,103.428
1LWpgzFIRGJ1rfw0aRoNGy,classical,0.384,0.287,-21.253,0.0401,0.981,0.887,0.961,121.134
47U9jHW0WFY8f2zbi1j0NY,classical,0.492,0.192,-21.635,0.0327,0.995,0.872,0.929,101.787
5nN45976sTGPcUUE8bNmuL,classical,0.291,0.392,-18.243,0.0435,0.992,0.903,0.391,90.133
2xXkl21DBXWZoEreFzon4f,classical,0.641,0.186,-20.628,0.0683,0.983,0.906,0.92,107.332
79WxpKFPgIn9RuGadJ0T2z,classical,0.677,0.0843,-26.245,0.0723,0.995,0.895,0.903,74.39
4nSDuYHDYIW7MhS0tEE9sK,classical,0.488,0.349,-20.11,0.0486,0.992,0.857,0.967,109.838
6vwFIpb1fESOJLTvMFZQ94,classical,0.345,0.131,-25.537,0.0437,0.996,0.908,0.708,80.064
4iuPUaltyfKQg6hgGnLtxY,classical,0.355,0.093,-25.559,0.0412,0.992,0.905,0.786,113.689
55So7kAvsLBAbEy0DyP0r3,classical,0.279,0.286,-17.744,0.0347,0.99,0.882,0.644,103.777
1ApgLGUFlbI9jMcKhztyhc,classical,0.551,0.13,-24.117,0.0333,0.994,0.921,0.907,100.036
6BjtDWu05FgiUFhCXKJNBJ,classical,0.278,0.0541,-25.623,0.047,0.96,0.335,0.202,100.867
3XRn3wn36epnKCpkQeGTm4,classical,0.63,0.165,-25.065,0.0375,0.993,0.907,0.967,105.981
0j1rMHZVgvXeQAMJTow4Mc,classical,0.294,0.0301,-23.753,0.0491,0.992,0.253,0.191,124.576
04SEPbP9AZE86u0dIY8HjL,classical,0.398,0.103,-18.235,0.0606,0.992,0.506,0.567,77.638
6nGPylDBLM699D8qWXYFrq,classical,0.268,0.0196,-21.437,0.0498,0.994,0.0587,0.391,176.631
4PhcvfpQOQWFHKkOinJR7E,classical,0.474,0.155,-22.078,0.0559,0.991,0.635,0.844,78.547
6X2zakrOxtBmwPLhNCAAWB,classical,0.361,0.0316,-22.123,0.0494,0.992,0.487,0.331,130.959
3zQbWeqCT7G2TGWHp4jlYT,classical,0.441,0.0565,-21.24,0.0869,0.995,0.181,0.905,144.988
6I0c7FIA2Rv20IsY3lA25h,classical,0.411,0.0744,-21.091,0.0663,0.994,0.643,0.919,85.723
54cjxhU4F0mSFPMrgbb7tX,classical,0.352,0.278,-21.344,0.0471,0.987,0.853,0.945,86.875
7IxG6yyjklvzP9y3cMRbno,classical,0.301,0.0359,-21.36,0.0505,0.994,0.328,0.257,127.213
6Z2XpT2L30xvRqNC4AMAsX,classical,0.462,0.0414,-22.196,0.0798,0.995,0.684,0.903,129.374
4S6M2SbpmCUx7QxOyLJzo2,classical,0.471,0.092,-20.227,0.0592,0.993,0.693,0.69,96.408
6kPtajO38yge8mvyow5dQ9,classical,0.436,0.159,-20.6,0.0601,0.991,0.659,0.911,100.86
1qC5Xl2WJqZA2vdUQ8rAP3,classical,0.186,0.0267,-24.497,0.0588,0.993,0.0612,0.175,79.812
4DpDzMWVxZRpZanCv6kNUI,classical,0.451,0.0903,-18.963,0.0695,0.994,0.31,0.591,100.256
7LHWqIAQNRy3idMlQ5LWOM,classical,0.277,0.0268,-23.068,0.0624,0.994,0.0803,0.173,73.328
4SNy9phyXolPeISnYrqrrN,classical,0.392,0.0968,-21.354,0.0595,0.994,0.327,0.866,83.877
3Be8siQHFL5dT9cKaUoiyv,classical,0.359,0.0348,-22.67,0.0565,0.995,0.144,0.512,120.432
3d5Tli2jyNU84r0xAhdfwJ,classical,0.307,0.0599,-22.594,0.0651,0.995,0.552,0.82,47.732
4mXmonRHFzID5GKZtuYFAv,classical,0.254,0.0208,-24.031,0.0502,0.992,0.288,0.158,98.497
4sGDJg9qQyKnyUd5z4F4l0,classical,0.36,0.153,-21.249,0.0522,0.992,0.48,0.821,78.947
3SLckj25bylqetnWH69JCI,classical,0.377,0.0645,-19.833,0.052,0.994,0.128,0.239,125.16
7Lsceh6Bt5KYUykY0NIAiI,classical,0.255,0.0179,-23.414,0.0469,0.991,0.00777,0.144,99.919
1lhy1tM0OvpNopNRULb3xN,classical,0.413,0.0948,-19.101,0.0603,0.993,0.0228,0.668,81.664
13ES80IU9D3IeaZlKeFBmM,classical,0.281,0.0158,-25.139,0.0516,0.992,0.0333,0.314,134.264
6300uyXR8njLGIk4ejAtJd,classical,0.418,0.165,-21.096,0.0508,0.989,0.681,0.729,137.266
2HKtsg1q7kchZvw862NL2x,classical,0.422,0.172,-21.188,0.0499,0.983,0.585,0.821,136.344
1wmAqcx7a5FSYLvssZwihy,classical,0.307,0.00867,-25.315,0.0467,0.991,0.0989,0.316,75.834
6XT4Kbh9Js4OUz0DNQMA36,classical,0.543,0.0407,-22.647,0.0567,0.99,0.0245,0.831,74.641
1OoEMwSqXC2jSuPYJnyqmR,classical,0.445,0.0287,-22.898,0.0556,0.992,0.00115,0.676,134.195
2rwETWasXsT9Rn4trVlNAQ,classical,0.43,0.0646,-22.141,0.0553,0.988,0.0973,0.946,99.603
130n64siC7K9ev6Q0n14lz,classical,0.448,0.222,-20.752,0.0613,0.984,0.476,0.455,137.024
5rTDXBTZdVbwEPlrzuhGia,classical,0.51,0.0536,-30.723,0.1,0.996,0.956,0.453,68.797
5jyLlPpjOvFhVa3Q2O09yz,classical,0.312,0.292,-21.843,0.037,0.983,0.926,0.961,87.411
6n2ITnYB9q4XcTL4FVyKsv,classical,0.343,0.244,-22.543,0.0417,0.994,0.859,0.884,97.738
7nx7YTJ8avbxt3ywE4dLgM,classical,0.276,0.116,-23.812,0.0382,0.993,0.916,0.609,79.274
2vINGmIyxGDWqIj1RtNhh2,classical,0.402,0.0776,-21.044,0.046,0.916,0.0908,0.371,114.935
5zdF26PgUNXx0RAqy8cbj1,classical,0.287,0.385,-19.129,0.0455,0.961,0.904,0.0388,125.582
0bmMufOaTAOCIh2JcIMQIC,classical,0.343,0.247,-32.456,0.0673,0.995,0.898,0.618,173.073
0nSWolwb0JnSe1Q0nEUcF1,classical,0.178,0.0646,-25.269,0.0616,0.854,0.0,0.138,186.492
7jB6Bizap9HkC13HIBGQVq,classical,0.489,0.367,-19.449,0.0413,0.967,0.861,0.971,104.984
0cVN5nqQbbtS5nGA477lgw,classical,0.443,0.255,-16.81,0.0335,0.99,0.959,0.444,135.409
3bmkoxf5R2wq6G9F1vEA4y,classical,0.507,0.305,-16.846,0.0727,0.992,0.0577,0.352,91.589
1EwX94UeDnuR6solgngbzO,classical,0.44,0.0878,-27.94,0.0667,0.993,0.388,0.526,140.15
2mBcp69TSODHsD335WBHdg,classical,0.599,0.247,-21.741,0.0365,0.99,0.927,0.88,106.846
7DhIGstLSnKVdw8dtt4Yau,classical,0.211,0.258,-22.913,0.0355,0.978,0.963,0.926,112.085
4co05rs6k6wznTGLLAm4v2,classical,0.535,0.132,-26.172,0.0467,0.991,0.949,0.587,90.473
3k4zjWoa9ZWpntF6kIRkOW,classical,0.438,0.248,-20.288,0.0694,0.932,0.884,0.111,110.722
380LYeWgoapGDwOl0BHh28,classical,0.209,0.0941,-22.033,0.0426,0.99,0.934,0.457,134.39
05mYKZAcdcG8NUtdLUghMv,classical,0.387,0.43,-16.469,0.0598,0.987,0.89,0.577,91.684
7z0fo26cVpnZm7z1IpRsN4,classical,0.417,0.0927,-24.967,0.0367,0.992,0.863,0.75,111.488
7nI6VTShbPsnUDFU3TJnWT,classical,0.643,0.212,-22.595,0.0466,0.97,0.528,0.952,129.544
1oVKFf00YID44xvtJO61jc,classical,0.299,0.242,-31.959,0.0346,0.928,0.95,0.241,140.396
3xy6zYnH1JKKs0HaAZF2od,classical,0.441,0.237,-19.674,0.0311,0.988,0.932,0.939,96.198
1R5F9O4Ow4nKneYl4c2jvb,classical,0.466,0.161,-29.551,0.0785,0.995,0.931,0.961,149.521
4NSvvwiJ6EqtaeIyVZwR3e,classical,0.417,0.294,-20.786,0.0385,0.978,0.855,0.9,121.325
03VIv4ZGDsp6YzSYk7a78h,classical,0.514,0.253,-18.573,0.062,0.996,0.94,0.9,97.693
75t3cFUBHv4NYWP4k2oh3K,classical,0.3,0.254,-18.305,0.0418,0.993,0.96,0.225,128.508
6tFsBsKqqapJzuewVUNrLC,classical,0.522,0.283,-13.901,0.0384,0.778,0.731,0.16,133.587
1N9pIx6GpRus04tBRRgTJq,classical,0.601,0.209,-20.728,0.0463,0.996,0.891,0.951,97.074
2CxYhb7DYYN5i1ZQ021Nwu,classical,0.232,0.0142,-24.701,0.0308,0.996,0.867,0.255,95.139
0uZGok2MXT5sg0KxvV72WT,classical,0.279,0.0564,-30.55,0.0482,0.58,0.13,0.158,142.559
5Xr3L3FVB2Ld3rPbxeTSyQ,classical,0.264,0.109,-20.85,0.0426,0.964,0.945,0.0581,75.285
38awZhMDFcHJJLUoXcgfrt,classical,0.267,0.326,-20.458,0.041,0.992,0.918,0.728,115.409
2Oxw2mzlqdOiXmTKETOJYw,classical,0.497,0.304,-22.512,0.0379,0.985,0.83,0.964,106.595
3D4MiFWP3JChfHswsusCes,classical,0.534,0.0758,-27.234,0.0632,0.995,0.00194,0.951,82.594
4yGE0tFktGmo9LRYaHvHnv,classical,0.607,0.163,-22.368,0.0731,0.98,0.737,0.966,87.133
17FqH2sFVJGA0O43xbOzi3,classical,0.481,0.256,-24.668,0.0473,0.911,0.726,0.92,128.645
79negz7UDqW97pu3mc8IyJ,classical,0.341,0.274,-23.929,0.0475,0.989,0.934,0.977,117.104
3FROvwS3mx66VoGG5qmSpC,classical,0.317,0.0135,-33.989,0.0382,0.996,0.921,0.717,141.544
6NbSoHTwoOlNZU8GlbN1FK,classical,0.501,0.182,-26.546,0.0466,0.994,0.913,0.973,108.617
0gaop3Rn0dyBNmWD915tWV,classical,0.468,0.372,-21.423,0.0365,0.98,0.842,0.964,108.67
58Ly6kii5aJjvsRiWYOA9e,classical,0.412,0.224,-24.522,0.0422,0.987,0.904,0.965,124.466
7cfxlm1A3QgwZ6jw4ZHGeg,classical,0.376,0.208,-23.178,0.0367,0.993,0.874,0.853,124.135
2tcddtYphGPkU5xBNEBBjF,classical,0.53,0.178,-23.669,0.0902,0.994,0.681,0.956,87.428
1cszH3KkI7uDfQUAzRegbT,classical,0.292,0.333,-17.897,0.0487,0.993,0.91,0.708,100.724
4UfFleaKDPzSfnGJRVDf1l,classical,0.365,0.207,-22.751,0.0405,0.992,0.906,0.706,109.675
6zeAXIYnHDrrKFZfBjVSD5,classical,0.13,0.314,-21.357,0.052,0.99,0.929,0.468,176.565
5cKYeiCcNnyxMBr7GRBpYQ,classical,0.43,0.0481,-27.848,0.0371,0.995,0.874,0.626,68.846
2lpHQnIL7GPgVvqUL7J24w,classical,0.255,0.0861,-29.297,0.0364,0.687,0.882,0.234,130.152
4E8jZ2Y1OByGy6dRWsZEzg,classical,0.405,0.383,-14.374,0.104,0.985,0.875,0.413,81.517
1GSeGii99AfwQFvbum0Agg,classical,0.367,0.284,-21.891,0.0643,0.995,0.943,0.96,173.96
004Hm9z7AJAdCbaudReg3f,classical,0.603,0.286,-17.066,0.0411,0.971,0.719,0.818,111.319
1rc36rOrskhwpfL7KBhYLr,classical,0.119,0.113,-16.686,0.0387,0.955,0.735,0.14,176.983
3sbCv6WoGrurB88W4OOA78,classical,0.315,0.256,-14.204,0.0447,0.967,0.889,0.431,168.845
2V5VunUWecDHH2beLB0Yq8,classical,0.343,0.114,-18.868,0.0409,0.915,0.0719,0.477,123.821
5whOCa9EvGAkJk53wqUPI2,classical,0.243,0.0692,-19.013,0.0451,0.957,7.67e-05,0.178,101.779
1s7TMJzbK1KdOm60AelALo,classical,0.328,0.251,-15.392,0.0426,0.927,0.411,0.809,204.544
5w7XurStEJGfhJnGtVwUCF,classical,0.202,0.104,-18.857,0.0416,0.964,0.79,0.175,104.592
3NBzYtFS3sdifosYsEj5j4,classical,0.55,0.316,-14.194,0.0334,0.912,0.186,0.831,103.477
5VZo4ByC3AabSL5CYM9QrF,classical,0.103,0.056,-20.888,0.0348,0.989,0.576,0.0791,90.324
5o8jaCGERIVfgKDUfgYNLM,classical,0.318,0.0233,-25.708,0.0539,0.991,0.596,0.692,133.721
1jFbQ1FOi2r3MM8FEW7dDo,classical,0.428,0.0897,-27.023,0.0566,0.988,0.842,0.949,57.883
5567CnwLJx47aFbkocpKfG,classical,0.288,0.0124,-26.717,0.0451,0.988,0.241,0.448,67.756
5TZr9GeJeksVG2Mceu9iAW,classical,0.435,0.0354,-24.986,0.0597,0.985,0.776,0.962,94.013
0cZ704hRckYy3udtEcTgsM,classical,0.59,0.318,-14.549,0.0409,0.901,0.652,0.763,112.626
6bIM0rbB1dUKAOLRvKVF2x,classical,0.264,0.0765,-18.873,0.0387,0.896,0.0231,0.151,73.893
0quTMfGpWJHDOsOMZdTEVA,classical,0.472,0.311,-14.09,0.0576,0.893,0.166,0.729,137.092
3NngxXeO8Vfc0rz1jeqg80,classical,0.064,0.0722,-19.203,0.0399,0.978,0.879,0.0383,66.093
3bCxXs42tgExPV7xmT4TOb,classical,0.567,0.255,-18.956,0.0517,0.964,0.935,0.836,115.526
0qBGZd8nyk22zRUGNZ6ZoC,classical,0.0776,0.102,-16.358,0.0408,0.912,0.684,0.0552,80.18
3sv7xjOVxuwHSEit0igwLs,classical,0.396,0.364,-15.599,0.0331,0.821,0.647,0.373,110.867
6KruAX0D0g10GodH6HIjj2,classical,0.302,0.594,-14.676,0.0331,0.91,0.735,0.877,102.215
6ieRNInZVgA0sfQSRwVLIo,classical,0.367,0.439,-16.318,0.0365,0.815,0.93,0.78,120.784
5T7EFNwrliYsPHM1TpCpwK,classical,0.47,0.262,-18.697,0.0291,0.797,0.814,0.832,111.107
7wkP7Fr7v7qdwdQVBaXYN1,classical,0.463,0.469,-16.536,0.0293,0.809,0.88,0.986,104.266
3plc1lKAl78uTUbounmUbB,classical,0.356,0.639,-15.006,0.047,0.836,0.963,0.879,90.149
4uBRAudYjNKHruKgwkFIWx,classical,0.395,0.356,-16.849,0.0286,0.843,0.897,0.56,72.874
0nUzxUdPR7FcX9yhAyahOq,classical,0.351,0.512,-17.596,0.0415,0.626,0.716,0.426,101.251
0u2uhHkvBGXNzZ6XjZTYQz,classical,0.403,0.363,-19.035,0.0307,0.765,0.603,0.582,72.37
3pLsuIUX5R20ksAkcUo0jV,classical,0.286,0.208,-20.361,0.0359,0.638,0.381,0.387,150.423
4FJ5XWqFAg9n6qRdIGkpKQ,classical,0.532,0.575,-14.893,0.0387,0.923,0.892,0.979,118.269
6R9fMbT1gbrpCrob0eDCbf,classical,0.218,0.66,-15.988,0.0337,0.817,0.777,0.785,168.817
3yMxUFKHiUSsqApQNkBiFJ,classical,0.335,0.349,-16.468,0.0315,0.902,0.943,0.797,105.134
5DUoIJe5GfizLo9vbGtEVR,classical,0.28,0.284,-19.48,0.0348,0.768,0.157,0.288,107.474
24u2w6DYsgE93OgIVEJGmM,classical,0.519,0.447,-14.737,0.0279,0.939,0.733,0.903,81.052
2iHtueBJShVOhxtMC3EzSK,classical,0.225,0.477,-15.343,0.0388,0.622,0.949,0.381,72.976
7qjt9hJHO7xqFr66pjyzx7,classical,0.341,0.497,-15.83,0.0359,0.918,0.943,0.794,119.531
61lJSCKtEIgh7tMT2bPQ3X,classical,0.377,0.281,-17.949,0.0296,0.824,0.945,0.53,80.623
3TXEALwnpGailP7JIeh9Ky,classical,0.305,0.31,-20.209,0.0358,0.766,0.462,0.659,122.365
2OoB5tdDeWrFYgYsfOTXcn,classical,0.254,0.448,-16.783,0.0335,0.855,0.718,0.837,141.86
2y84OJFonkQ44eoghL5awE,classical,0.198,0.357,-21.193,0.0335,0.875,0.965,0.685,89.396
45FOoIIWRHyhRq5mcURIob,classical,0.506,0.415,-17.319,0.0308,0.826,0.964,0.873,60.65
07MF9EB1zAlShvyaqAqg4w,classical,0.22,0.29,-21.848,0.0343,0.737,0.956,0.811,84.683
0NXYbawF1wcZSrhKEOjR7O,classical,0.239,0.486,-16.544,0.0305,0.878,0.661,0.917,178.611
34TCOcrzXuuF85by8SaRcL,classical,0.345,0.533,-16.677,0.0309,0.881,0.942,0.948,87.278
067hHWxhfzmTobwJil7427,classical,0.295,0.183,-21.161,0.0375,0.777,0.028,0.288,139.221
6IAFNLMb2NtASFzsZEweC9,classical,0.544,0.618,-18.728,0.0275,0.892,0.833,0.987,105.131
5OXGzqf1PicNlCQMX2tJWO,classical,0.311,0.612,-16.379,0.0368,0.789,0.769,0.988,90.134
1tTkl3Ot5gIvjmXd4aCXQ2,classical,0.417,0.48,-17.067,0.0257,0.908,0.937,0.793,79.249
6DwYxvR8izUIqEsCyIZWLi,classical,0.238,0.373,-21.742,0.037,0.759,0.913,0.662,66.713
3QW2Rohn42iRWPYuByDbjh,classical,0.344,0.448,-17.262,0.03,0.851,0.877,0.686,133.124
5jyuGNJ5RWvjVlyELSJ7XU,classical,0.194,0.491,-17.624,0.0317,0.778,0.499,0.817,77.394
0llDLkGUV5yEcszLqcSOuM,classical,0.296,0.431,-16.852,0.0402,0.857,0.968,0.331,112.597
1ohSN1gYYZhJcyjPrI2eKJ,classical,0.433,0.387,-16.617,0.0297,0.839,0.698,0.46,68.979
3hfv6Dst6XFw7lZ2GpZOis,classical,0.373,0.543,-16.126,0.0296,0.809,0.965,0.766,99.413
6Yj3WuSrE84YuKszCjwun9,classical,0.264,0.412,-20.078,0.0349,0.755,0.939,0.744,137.307
2xJUdJ1Cyq822zx3dTSr6k,classical,0.304,0.462,-18.345,0.0286,0.937,0.95,0.876,180.553
2Ys1MSinsle8XQje20lvca,classical,0.332,0.302,-20.05,0.0347,0.799,0.0231,0.578,116.108
0ccEogyH0pZhPcofRz3AFh,classical,0.346,0.521,-18.021,0.0294,0.909,0.98,0.961,86.685
1AMFdda3E9U2kGpAv2B4VV,classical,0.272,0.448,-16.988,0.0347,0.867,0.663,0.729,112.303
1bsgnySkFx1tbKOXNucvy0,classical,0.345,0.376,-19.018,0.0311,0.81,0.918,0.516,64.379
2boeA7UzTdRNSXcKJ46AQD,classical,0.415,0.223,-22.439,0.0329,0.909,0.882,0.306,79.501
6l9S9l39vaENQg7Bq8WJ44,classical,0.425,0.224,-20.46,0.0306,0.931,0.858,0.505,102.52
3yzMZRC8zU3eX82M9xjFB5,classical,0.481,0.16,-22.666,0.0318,0.893,0.939,0.245,105.285
07ii4RjlZV0RieJTdxVbvx,classical,0.439,0.258,-18.348,0.0396,0.898,0.333,0.836,144.855
25rXn5sFXTvSElpoZGqz6o,classical,0.355,0.448,-19.637,0.03,0.89,0.0331,0.529,104.819
2QI5qB0fSzNiCY4vReHj2J,classical,0.465,0.497,-17.258,0.0284,0.892,0.948,0.84,93.984
71l8gvaqtPDmUvHPH2lcRu,classical,0.28,0.313,-21.691,0.0333,0.704,0.909,0.756,116.907
5aOAQDKbQ6e0cxQd1hMcvd,classical,0.197,0.451,-17.07,0.0336,0.801,0.889,0.921,69.66
6FGAhsrejZCdhxqWxyy3cr,classical,0.218,0.352,-20.293,0.0364,0.779,0.715,0.549,140.061
2Bc5SDVObJsMQUX9bVt5Jy,classical,0.4,0.066,-22.257,0.046,0.991,0.469,0.872,133.505
0hYDM0Vc02xTvfMMndKB1s,classical,0.5,0.175,-22.137,0.0579,0.989,0.957,0.911,127.572
4kohHbB4AR4fbgEIDmEmfJ,classical,0.26,0.0608,-23.522,0.053,0.987,0.878,0.535,71.849
40qLBJbIqVWlrDsJdAHQfK,classical,0.36,0.11,-21.375,0.053,0.992,0.85,0.695,134.964
18KGuxtN8HgpwTkqTapGw5,classical,0.434,0.141,-21.607,0.0517,0.993,0.865,0.644,96.203
0DFkVcSwQGtlygdiKKpl8x,classical,0.273,0.0458,-24.12,0.0453,0.993,0.783,0.226,148.541
2IYclnvDuv031PdtEXPLKa,classical,0.462,0.209,-20.14,0.0478,0.99,0.905,0.755,100.44
428KOGTiUKUlqNVdHOGOIT,classical,0.335,0.0655,-21.084,0.0474,0.994,0.729,0.39,81.694
1WAKkyFssch5u9CcsCn3d9,classical,0.599,0.148,-19.793,0.0674,0.995,0.923,0.85,106.148
4fnYINAWGLJvHKi5OfuIva,classical,0.277,0.0556,-21.281,0.0418,0.994,0.893,0.376,92.216
2qbbhaAcIFhhyKjGG6OhWo,classical,0.587,0.193,-18.08,0.0613,0.995,0.901,0.76,113.772
3M3H2T5gp5Tj4ZjOzBai6x,classical,0.463,0.186,-19.12,0.0642,0.994,0.911,0.848,85.31
66QNxTB2fFE8FeDo613AS9,classical,0.233,0.0749,-22.969,0.0473,0.994,0.882,0.314,171.812
6K2mzsANLjlte6EM5azlNa,classical,0.379,0.187,-18.808,0.056,0.994,0.943,0.829,96.983
45exBFj0fELTBCcoUwqk7I,classical,0.342,0.146,-22.603,0.0532,0.995,0.843,0.828,160.364
4141T6giCiwv9ulbGvlVhj,classical,0.318,0.0549,-23.357,0.0469,0.995,0.624,0.436,82.678
2TH9wkJMuqVqyABdxZLasS,classical,0.509,0.188,-20.774,0.0494,0.993,0.931,0.825,97.974
5Ge65MQqaIX2Riz1Glkdlw,classical,0.402,0.17,-18.024,0.0625,0.992,0.915,0.416,133.077
0DoIx6I54OLbUz8FENyQRd,classical,0.3,0.0882,-20.695,0.0459,0.989,0.792,0.243,144.305
6UBuDiIs6Vb6D3x0DKYlfw,classical,0.509,0.227,-17.202,0.0856,0.992,0.944,0.836,113.175
7cRCFoxkFDKNrGSNG9HVDG,classical,0.3,0.0791,-20.494,0.0446,0.994,0.751,0.647,75.112
07yXR162OPaDPo0chmdtwY,classical,0.541,0.134,-18.991,0.061,0.994,0.898,0.907,100.669
2kQr9XlpelORIQbil8ft9t,classical,0.318,0.0795,-21.405,0.0505,0.992,0.887,0.514,106.043
3Z8OcPzoyaDgIuSixHjUqc,classical,0.613,0.137,-19.811,0.0677,0.995,0.943,0.928,98.851
6yq1yitTheOveqAbi3rtvz,classical,0.128,0.118,-23.025,0.048,0.981,0.686,0.379,191.004
21qhVNDv78emYmqrXDGNuO,classical,0.312,0.292,-21.843,0.037,0.983,0.926,0.961,87.411
3Ukn5TX4KqpvJirSPEob1F,classical,0.343,0.244,-22.543,0.0417,0.994,0.859,0.884,97.738
2Prj7qWVg1J2aWVK5WgiI3,classical,0.402,0.0776,-21.044,0.046,0.916,0.0908,0.371,114.935
3rKjaMBLNr218t29qBT1mW,classical,0.287,0.385,-19.129,0.0455,0.961,0.904,0.0388,125.582
70QVdBQFy5FOoCwQpAsxWT,classical,0.51,0.0536,-30.723,0.1,0.996,0.956,0.453,68.797
0C8I2uvMODf0m971AmWXID,classical,0.343,0.247,-32.456,0.0673,0.995,0.898,0.618,173.073
6u7KKQX3Ny5jnNoEZLT1am,classical,0.178,0.0646,-25.269,0.0616,0.854,0.0,0.138,186.492
1MrCMkdYkVrVMTJ7OfIazY,classical,0.489,0.367,-19.449,0.0413,0.967,0.861,0.971,104.984
1vLLxCcuQgNBTJlLTrnMZU,classical,0.443,0.255,-16.81,0.0335,0.99,0.959,0.444,135.409
1YoiEbcPoKItGRk8bQbUZq,classical,0.507,0.305,-16.846,0.0727,0.992,0.0577,0.352,91.589
4lEqRCxX0NX1ZIerkE2uhH,classical,0.44,0.0878,-27.94,0.0667,0.993,0.388,0.526,140.15
2UNK189LXVi7xPC7BoR5vU,classical,0.599,0.247,-21.741,0.0365,0.99,0.927,0.88,106.846
0Skx2xAlvPQXFB8pZM7dwi,classical,0.456,0.0567,-20.149,0.254,0.994,0.949,0.243,75.764
5tUA8IQVWFbABBqpumwKRA,classical,0.211,0.258,-22.913,0.0355,0.978,0.963,0.926,112.085
2LOu5kErEzrCU1dcUGeqRU,classical,0.535,0.132,-26.172,0.0467,0.991,0.949,0.587,90.473
3fqgaxTWo46EBt2RxSb3gc,classical,0.438,0.248,-20.288,0.0694,0.932,0.884,0.111,110.722
18HmajlraXrx6kcyS123Ck,classical,0.209,0.0941,-22.033,0.0426,0.99,0.934,0.457,134.39
1hmqdQ8j6nkfAK9COIqgA1,classical,0.387,0.43,-16.469,0.0598,0.987,0.89,0.577,91.684
7ynpec9y4agYsGFXWHk3g3,classical,0.417,0.0927,-24.967,0.0367,0.992,0.863,0.75,111.488
6dQr53XnfREzQl5lnDoc3Q,classical,0.643,0.212,-22.595,0.0466,0.97,0.528,0.952,129.544
5Yp6unJmfwn0PWBp0HfjI7,classical,0.299,0.242,-31.959,0.0346,0.928,0.95,0.241,140.396
2IqOM9xexiBvfyedhLaQ06,classical,0.555,0.234,-22.39,0.0419,0.985,0.92,0.965,128.019
6f5Rf99YIrhKFBHIdBDLNp,classical,0.301,0.407,-20.255,0.0477,0.985,0.907,0.594,140.441
6g2ggw6SVcnZduRofpGzeP,classical,0.441,0.237,-19.674,0.0311,0.988,0.932,0.939,96.198
7tjEPswXyQIEUQ0IM68BRf,classical,0.466,0.161,-29.551,0.0785,0.995,0.931,0.961,149.521
5vO029ppNUcMkCJCalSfGq,classical,0.417,0.294,-20.786,0.0385,0.978,0.855,0.9,121.325
3GmamYiftKSf2g60SXuwYp,classical,0.514,0.253,-18.573,0.062,0.996,0.94,0.9,97.693
1cIJbejjzqlsRuYnHGnTM2,classical,0.3,0.254,-18.305,0.0418,0.993,0.96,0.225,128.508
0X4gH1ffES7kjiPnn0Cy44,classical,0.522,0.283,-13.901,0.0384,0.778,0.731,0.16,133.587
40Gkw515uYgZnmaKnhXtAd,classical,0.601,0.209,-20.728,0.0463,0.996,0.891,0.951,97.074
2mttgIXaOphHorTGSoHAu9,classical,0.232,0.0142,-24.701,0.0308,0.996,0.867,0.255,95.139
7c8mcGUZqdxaM1G280mG2L,classical,0.279,0.0564,-30.55,0.0482,0.58,0.13,0.158,142.559
0aAZ3AgM1SEDOde7782LhT,classical,0.264,0.109,-20.85,0.0426,0.964,0.945,0.0581,75.285
1vfuvyoFKWbc0QevhZ6jbQ,classical,0.267,0.326,-20.458,0.041,0.992,0.918,0.728,115.409
76ViisPWQnXz5UCWRgiQUP,classical,0.497,0.304,-22.512,0.0379,0.985,0.83,0.964,106.595
5cty4MCTjfzl71CgW9vapn,classical,0.534,0.0758,-27.234,0.0632,0.995,0.00194,0.951,82.594
1RqoXxNM7aLel6wNStn2Wl,classical,0.607,0.163,-22.368,0.0731,0.98,0.737,0.966,87.133
294QMNzpk9W6B0umUzzWJA,classical,0.481,0.256,-24.668,0.0473,0.911,0.726,0.92,128.645
3bZEqetfVNa5b5APqYE8Li,classical,0.341,0.274,-23.929,0.0475,0.989,0.934,0.977,117.104
3zLQcOppAOf5GPwKjpk3on,classical,0.317,0.0135,-33.989,0.0382,0.996,0.921,0.717,141.544
1RYDdrKiqd7jTomEc2SKBf,classical,0.501,0.182,-26.546,0.0466,0.994,0.913,0.973,108.617
31UF8lT0iXAIVUHu5Xq5dB,classical,0.468,0.372,-21.423,0.0365,0.98,0.842,0.964,108.67
5Pn0NedhbH7HAUQiv5l7dt,classical,0.412,0.224,-24.522,0.0422,0.987,0.904,0.965,124.466
6kCI54kVM0avklZnxBjT9l,classical,0.376,0.208,-23.178,0.0367,0.993,0.874,0.853,124.135
6yZSEfOB2Ajz42YkWIB3dw,classical,0.53,0.178,-23.669,0.0902,0.994,0.681,0.956,87.428
3geFMQMhBzAvIiDAGThBqe,classical,0.292,0.333,-17.897,0.0487,0.993,0.91,0.708,100.724
5aaul8UTTTLwBvhtseuk7h,classical,0.276,0.116,-23.812,0.0382,0.993,0.916,0.609,79.274
