id,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
2L6L0ooUpFJrrHKp7yMGJN,country,0.634,0.786,-5.093,0.0411,0.129,0.0,0.653,82.003
3MhRC5ATcLezElsCvAzPxI,country,0.626,0.705,-5.911,0.0256,0.121,1.67e-05,0.62,103.936
7uUhNFqAQxMBi0jPFAx0zW,country,0.69,0.373,-5.566,0.0286,0.618,0.0,0.473,124.082
1qBM13iuUMThqSThbhW15w,country,0.332,0.452,-6.77,0.0319,0.505,3.27e-06,0.333,149.231
3ogoFwmkgVupcKRBfnFzfS,country,0.52,0.849,-3.794,0.186,0.00253,0.0,0.774,175.908
3MVkchCXnFBflHdCA3GTZH,country,0.508,0.749,-6.469,0.0625,0.016,0.0,0.411,87.986
1XYkOrsIQpAxfCjk0yFMFJ,country,0.623,0.425,-9.341,0.0317,0.767,0.0,0.379,135.895
3SVKw5wX5FlXlZg1YRTp1S,country,0.798,0.575,-5.515,0.035,0.14,3.62e-06,0.683,114.986
3luQcZfryvHTvV7Exy6i2m,country,0.639,0.559,-6.749,0.104,0.278,0.0,0.264,131.734
6mI7PbzOhnwI1WxXB9gfFt,country,0.748,0.407,-6.26,0.0656,0.745,0.0,0.947,91.974
2yjnhOzIGMTwUN2sbuRmAb,country,0.501,0.309,-10.192,0.0398,0.864,1.52e-06,0.0813,91.885
0FBFRQiChpmARQGngHdMo6,country,0.265,0.832,-2.783,0.0922,0.0214,0.0,0.444,156.933
0IFRcdphVlmrcXnzoIkCtC,country,0.476,0.526,-7.985,0.051,0.0737,2.99e-06,0.122,87.307
12ZVGMdYuklSyYGf1nhZaM,country,0.448,0.606,-4.565,0.0609,0.577,0.0,0.483,121.15
4P1so5kWCIFgQDNId5ViMx,country,0.701,0.611,-9.743,0.033,0.396,0.0,0.748,128.07
5VqKbjvi1yFzMNjgv2HSoG,country,0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.148,175.212
0tNggTucDAlJLtZq5nBN4Q,country,0.758,0.664,-7.436,0.157,0.377,5.1e-06,0.308,146.968
6d2R3ekSFEfMmrdoTlyRdZ,country,0.576,0.593,-6.024,0.0305,0.0459,0.000834,0.366,157.993
2FCCZc6nN2gIxDLPZdAoXQ,country,0.859,0.551,-7.916,0.149,0.559,0.0,0.777,102.049
6YkfnelsTTKA0tQr7WZiZ7,country,0.572,0.0915,-18.326,0.0503,0.968,9.12e-05,0.343,95.932
0ROgF22DqSf1FdiiWRqh8d,country,0.651,0.332,-9.734,0.0324,0.724,5.69e-06,0.189,125.912
5XIY86o8dv7srPxzH4RFW4,country,0.762,0.688,-7.424,0.073,0.16,0.0027,0.895,90.021
6VE2p00ShJ44BvIzrXLFtU,country,0.87,0.479,-7.779,0.165,0.161,0.000157,0.717,104.059
6jiQnSxBTzB0TjgLQQKRpE,country,0.847,0.346,-11.778,0.444,0.704,0.0,0.687,122.028
1LhdaGRkIlpwz37eufjzrP,country,0.456,0.615,-5.454,0.0529,0.614,0.0,0.416,78.461
0HhNm25xYEsoew5nFVBdl7,country,0.568,0.238,-11.111,0.0457,0.907,8.21e-06,0.563,137.958
4tEYZBfbp5d3vp7Pl9Qzrx,country,0.448,0.245,-8.961,0.0297,0.882,0.0,0.177,145.392
3bMmJywqXWQQJBZuyStgIh,country,0.592,0.152,-14.551,0.0373,0.932,0.000367,0.258,107.882
1Ffw3pnVwOyRaxXv7e4lSx,country,0.497,0.351,-9.048,0.0648,0.777,0.0,0.234,171.719
0wkUls5pxDC1MlhVuqS9HO,country,0.362,0.54,-6.031,0.0528,0.338,0.0,0.3,78.007
1vE0NZSQDdNWq52gbK4s5P,country,0.45,0.483,-6.754,0.0572,0.179,0.0,0.206,118.305
4JO5X07dWrH6Ba2ms5ZBS0,country,0.576,0.467,-6.435,0.0305,0.257,0.0,0.234,86.011
6aduRuDfnXM7uhmw0pyMHR,country,0.388,0.448,-5.221,0.0341,0.851,0.0,0.397,142.342
0Dn6oGcaOUnjYjaYGvHuwd,country,0.569,0.41,-8.498,0.0323,0.502,3.83e-05,0.217,80.907
3RzRBjrd3mijhN0nlBwXgk,country,0.589,0.631,-7.566,0.0389,0.0988,0.00317,0.773,158.988
04K8eBXpXqEY2u812Rrw6H,country,0.676,0.338,-7.96,0.0284,0.372,5.57e-06,0.321,92.029
2SzrmztRkYMibhRO7v7qvl,country,0.562,0.42,-8.768,0.0267,0.502,0.0,0.271,81.04
3sMnLdMBnqUszDgvrO7iw0,country,0.686,0.618,-4.177,0.0375,0.403,0.0,0.485,88.096
3UuiJuZPku922MvKuojozP,country,0.444,0.669,-6.727,0.125,0.0669,0.0,0.44,183.441
74FhQzyPhFOhdZ5Qedc1kW,country,0.619,0.469,-7.387,0.0373,0.797,5.55e-05,0.525,77.662
7KEdAwSD2VSYmZ81VY5UC5,country,0.817,0.72,-8.134,0.0809,0.172,0.000726,0.384,119.989
2y0LUjyEC8rJ0Ut9eIdFHy,country,0.74,0.679,-4.682,0.0288,0.0133,5.1e-06,0.593,99.958
6bLN6hkzfkWkXW70JOqEa8,country,0.609,0.314,-8.155,0.0295,0.864,0.0,0.448,89.729
6BE847ubUqW7gqrPyrvoYA,country,0.449,0.39,-8.263,0.0363,0.256,0.0,0.123,130.11
5iR398MQwbwPwJVRuscQGG,country,0.665,0.488,-5.73,0.0266,0.372,0.0,0.707,123.042
0Tsvg0IH6nxzQGRg4vL4yq,country,0.645,0.724,-6.96,0.0265,0.017,1.39e-06,0.54,115.984
0guaDtydPmw5LRXxVca7ZQ,country,0.506,0.372,-8.433,0.0303,0.479,0.0,0.257,86.421
25HxhM31iN4F1c6rzQSVbc,country,0.541,0.335,-6.651,0.0307,0.209,0.0,0.204,119.227
1jJvVI5pNyGcOeiQ0nF1KT,country,0.575,0.796,-6.239,0.0543,0.0794,5.04e-06,0.556,160.117
3MPAQynQpVH1IyfWION3ss,country,0.442,0.592,-8.314,0.0476,0.276,2.21e-06,0.228,162.112
1FViF21zSAWEgaMfFzKB5m,country,0.575,0.937,-4.34,0.112,0.0453,0.0,0.446,103.006
1oc8FXeiM2Qs41Pfs6chb7,country,0.437,0.902,-4.915,0.0372,0.0374,0.0,0.564,150.017
3t1H4i7DlN0TniQxH1jt35,country,0.619,0.793,-4.995,0.0339,0.0126,3.74e-06,0.54,120.034
1iHEuPhhHcWIOZXMNkBdAb,country,0.585,0.621,-5.248,0.0458,0.35,0.0,0.773,154.118
16uHDfPfOyXag4IkmAZYcB,country,0.35,0.459,-8.618,0.0274,0.339,0.0,0.153,147.035
4P0GGmD3n5qmlkKB7Hdjre,country,0.716,0.306,-5.454,0.112,0.572,0.0,0.359,79.522
0bPnQpamfEHVb8YIWBSd0Z,country,0.581,0.863,-4.37,0.0498,0.11,0.0,0.823,154.007
4AhbAUtGKwdJnodQ7HWEpU,country,0.559,0.532,-8.163,0.0743,0.03,2.32e-06,0.283,145.818
4VHxMJKbPx1l1NBZ9CN1g3,country,0.565,0.898,-4.693,0.0372,0.000497,0.0,0.731,146.025
4xSdojJaJmga0PS9r9ZheK,country,0.462,0.32,-14.459,0.0339,0.282,0.548,0.207,161.904
6vTHzNx1gIq6mB2mChTn7Q,country,0.532,0.843,-6.217,0.0396,0.146,3.02e-05,0.792,83.94
6ihawpv5PS42cE36xzl2YK,country,0.705,0.762,-5.058,0.0284,0.0174,0.0,0.664,123.953
21MtXXEDDud4bUWYa20g3I,country,0.546,0.464,-7.885,0.0253,0.334,0.0,0.302,134.137
0m9uHWL2RCtiXEHxQD3Aze,country,0.542,0.68,-4.434,0.0285,0.175,0.0,0.878,167.966
6UctYh9rtpXf0iOfnWH9Qu,country,0.521,0.457,-11.809,0.0302,0.842,3.56e-05,0.67,159.294
5SQwiMVUldVQEnpSa5ybjC,country,0.582,0.177,-12.875,0.0284,0.658,0.0,0.24,131.168
7fyBsTKwlKCpTuTRk6kUEb,country,0.566,0.891,-3.467,0.0429,0.0179,0.00304,0.253,129.128
20VD5fj5hm4sUreWA7BCvW,country,0.492,0.407,-6.408,0.0371,0.237,0.0,0.707,110.503
6OJRRv01lLhCDHh5iovC6n,country,0.489,0.829,-4.576,0.0404,0.147,0.0,0.435,143.823
1YP5gYVNXBDe6dsD9G5tnN,country,0.608,0.787,-6.188,0.0442,0.0268,0.0118,0.412,112.956
7z3kEzSjfJq14SkkFaTZNW,country,0.574,0.761,-2.961,0.0335,0.199,2.5e-05,0.479,179.948
6GVHqK18AKzMRQCT9MQGQD,country,0.597,0.822,-4.13,0.0412,0.0986,0.0,0.939,165.042
5rIavN6mtZGd4LHsyc3beN,country,0.49,0.359,-10.323,0.0314,0.313,0.0,0.216,176.992
6AbbWXNjq8hNbGtvAhNPXD,country,0.518,0.572,-5.956,0.0253,0.225,0.0,0.681,187.957
4mhEcbSTMDYZ28idSVHZsf,country,0.607,0.912,-3.449,0.0611,0.124,0.0,0.722,134.944
7fUi6R1a1B0egKKYmuNU2o,country,0.678,0.528,-7.317,0.0551,0.289,0.0,0.614,79.018
4YtTh1jYcWEAGzLinGw1ns,country,0.582,0.568,-7.3,0.0275,0.577,0.0,0.394,121.991
0E6CdjDD1ia4cVwldlkRxd,country,0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.148,175.212
6xW0lEHynpqZF18TlCuMMD,country,0.494,0.796,-3.965,0.0324,0.0197,0.000178,0.447,76.069
3D1cvPK0z5Z8EiihMJakLg,country,0.693,0.756,-6.354,0.0455,0.699,1.92e-05,0.577,90.049
1Khifl81w2KMJ3A453i9IG,country,0.568,0.686,-6.635,0.033,0.15,1.81e-06,0.725,172.075
4lEA9Vcd1e2UX7KM7YpgSt,country,0.472,0.701,-4.563,0.0369,0.0387,0.0,0.515,79.805
2pG3ke2B8071F2qJI8TBYa,country,0.659,0.682,-5.045,0.0293,0.00992,0.0,0.664,109.022
2Qukri0sYtR9Ue77fyxxKt,country,0.826,0.603,-7.659,0.0737,0.0474,0.0,0.681,107.494
5WmsEqLxyCW5QYsxeDdJUL,country,0.631,0.875,-3.237,0.0367,0.216,5.13e-06,0.801,133.003
36EdCW6oSFPJJ1YnByzjnd,country,0.448,0.932,-4.424,0.0976,0.0174,0.0,0.709,187.813
1xxmQOkhOcFmv9I5N3sSKA,country,0.653,0.623,-4.56,0.0244,0.505,3.61e-06,0.718,100.021
2xtCheG0X9vut0EhOSSnFf,country,0.784,0.723,-5.619,0.04,0.0163,0.0,0.739,115.047
6xtAAaz70oP0fUwkIDZRUB,country,0.497,0.598,-4.494,0.0494,0.251,7.95e-06,0.381,185.719
76NAzxJeK0Ahzwb4Tnigoz,country,0.516,0.873,-4.605,0.0451,0.0897,0.000352,0.751,156.133
1xZyXxF454q07TQsWZnsXx,country,0.649,0.558,-4.863,0.0253,0.147,0.0,0.635,89.988
3ofOsXf3pG7TMP2ltrEvSx,country,0.637,0.69,-6.709,0.0529,0.0779,0.0,0.619,120.048
1FfGaLHRXT6IFtJav5hO1u,country,0.467,0.799,-4.643,0.0348,0.0387,0.0,0.368,148.18
5KdgpbHnPYfVWJWvhiHQrQ,country,0.453,0.7,-4.741,0.038,0.131,0.0,0.447,164.173
0cKWYULSabtx2d9t0YMXJm,country,0.394,0.804,-5.819,0.0418,0.131,0.0,0.599,188.157
0F1HCWOkGPcaMlAkCFP5AK,country,0.562,0.727,-5.455,0.0359,0.0183,0.0,0.325,108.081
0UrigKQSiu5L7vleHhBHqP,country,0.682,0.808,-4.933,0.0335,0.22,0.0,0.891,106.968
7gxRYfnigUfKVvdvA6gvr5,country,0.332,0.452,-6.77,0.0319,0.505,3.27e-06,0.333,149.231
1I7DXW32voKL3iGTA0ZD0y,country,0.641,0.628,-5.658,0.0463,0.759,0.0,0.487,156.027
0lfaRsU4I1T2WlRba9M5Ei,country,0.674,0.86,-5.498,0.033,0.00469,0.00345,0.637,116.05
2J5mCYgsQXApCGaneDb2y2,country,0.401,0.656,-5.62,0.0315,0.117,2.02e-05,0.27,156.133
0fZHRv4bhYFSz2lCFzGtEw,country,0.356,0.417,-8.91,0.038,0.0313,1.36e-05,0.316,190.414
2pzyLL5IsxSez8QpmGmF6C,country,0.608,0.755,-5.156,0.114,0.0525,0.0,0.75,176.046
2tJfRTBZ4RJQzdTfdbhHo5,country,0.411,0.418,-8.887,0.0363,0.063,0.000268,0.285,111.848
6PFc90e8dlmDpWqWy4GdoX,country,0.728,0.682,-3.749,0.217,0.129,0.0,0.644,131.901
7ngU1jRlQZ0DBOuImGpVbh,country,0.501,0.901,-3.861,0.0978,0.0671,0.0,0.681,169.889
0TWG3kdrR8emYUopNKExZG,country,0.511,0.74,-5.741,0.0392,0.0692,5.09e-06,0.326,132.22
7In42oPcaiPGdTkuyrzakR,country,0.641,0.842,-4.872,0.0464,0.0969,0.0,0.738,89.997
110EmwGWbpFQVXoiWdhXHq,country,0.614,0.775,-5.127,0.0304,0.0438,4.16e-05,0.691,110.96
1OPZlbauxoGRiNOdawxjOc,country,0.544,0.412,-9.341,0.0333,0.666,0.0,0.311,147.88
4MukmLqyx4AaFWACeIs1Cw,country,0.576,0.813,-5.117,0.0344,0.269,2.12e-06,0.503,108.027
19YKaevk2bce4odJkP5L22,soul,0.633,0.395,-9.638,0.0857,0.692,0.000222,0.123,138.023
2ZWlPOoWh0626oTaHrnl2a,soul,0.575,0.386,-9.584,0.037,0.785,0.000289,0.466,116.408
3xKsf9qdS1CyvXSMEid6g8,soul,0.545,0.545,-7.362,0.107,0.667,5.48e-05,0.549,159.94
1IdZvb2XK8NmsovQlV6CPn,soul,0.746,0.429,-11.143,0.494,0.985,0.0,0.932,88.413
35xSkNIXi504fcEwz9USRB,soul,0.469,0.289,-10.625,0.0366,0.85,2.48e-06,0.258,133.805
4xR3MAscflQ262kMeiKshQ,soul,0.43,0.296,-13.645,0.0583,0.882,6.21e-06,0.386,129.048
5GUYJTQap5F3RDQiCOJhrS,soul,0.581,0.21,-10.426,0.0321,0.768,0.0,0.452,80.099
2JUqYobT8NvARdPmc4ES2x,soul,0.525,0.131,-12.787,0.458,0.983,0.00433,0.811,107.007
7eqoqGkKwgOaWNNHx90uEZ,soul,0.457,0.551,-9.36,0.167,0.427,1.15e-06,0.428,89.87
2qtoRFCOEL1gRn5q9DJC7F,soul,0.669,0.749,-6.811,0.141,0.413,0.0,0.608,80.169
17yrCsl1Ai6CZLBmGj6d6p,soul,0.202,0.724,-6.742,0.0494,0.258,0.0252,0.165,154.037
73D5hBkiVZkopZrmBZTBWf,soul,0.526,0.179,-20.55,0.692,0.873,0.0,0.698,81.993
1VZLEW5ZfcAbKZ94XQiSZF,soul,0.855,0.663,-8.401,0.2,0.194,0.0013,0.815,77.978
2LMkwUfqC6S6s6qDVlEuzV,soul,0.501,0.0958,-15.605,0.0433,0.77,0.0,0.204,108.741
1BViPjTT585XAhkUUrkts0,soul,0.377,0.253,-11.155,0.0387,0.975,0.000259,0.367,125.403
34xTFwjPQ1dC6uJmleno7x,soul,0.399,0.0969,-12.578,0.0509,0.929,0.000168,0.0758,109.54
5k8LB57xOq8UUNVaKWSqrf,soul,0.266,0.678,-12.364,0.508,0.769,9.37e-05,0.201,83.434
0GAE689kVy7sFT2QWZH1Xa,soul,0.347,0.33,-19.761,0.149,0.74,0.931,0.0316,82.85
7DfFc7a6Rwfi3YQMRbDMau,soul,0.721,0.339,-11.195,0.0532,0.409,0.00153,0.2,129.83
6jypaMkKsoc5npsVzxhksl,soul,0.706,0.57,-7.129,0.0841,0.689,0.0698,0.96,115.864
1HwbgJAU9PZ7YbzKgVgoIF,soul,0.529,0.608,-7.809,0.0811,0.166,0.0185,0.616,125.017
6MEDfjHxnVNcYmHe3mM6L2,soul,0.479,0.558,-6.074,0.179,0.227,0.0,0.8,83.465
3iW3y326xuRpNVXzOMBZy5,soul,0.357,0.827,-15.868,0.444,0.775,0.0213,0.103,152.13
0725YWm6Z0TpZ6wrNk64Eb,soul,0.739,0.419,-8.241,0.0854,0.219,0.0,0.58,60.493
2ohegz9maxzroKBu9YhcCM,soul,0.394,0.433,-13.473,0.374,0.485,7.81e-05,0.394,118.988
5lcyIeEfwZTs8Ajw3kdF7P,soul,0.429,0.736,-8.017,0.222,0.0696,0.0,0.379,89.262
4QhWbupniDd44EDtnh2bFJ,soul,0.4,0.65,-6.104,0.0466,0.0118,7.62e-05,0.15,107.989
3GZD6HmiNUhxXYf8Gch723,soul,0.913,0.603,-4.892,0.226,0.0272,0.000503,0.497,123.061
1VMdwVq0yaTc4DeqSCi7DO,soul,0.608,0.0664,-18.857,0.0596,0.758,0.945,0.294,139.232
0msrDPXxZpts4FRnoX0bFr,soul,0.747,0.758,-4.743,0.179,0.0521,0.0,0.601,102.02
2pMPWE7PJH1PizfgGRMnR9,soul,0.359,0.367,-7.684,0.0335,0.738,1.43e-06,0.104,83.331
1fOkmYW3ZFkkjIdOZSf596,soul,0.392,0.233,-11.012,0.0587,0.951,0.000322,0.494,176.569
4YZbVct8l9MnAVIROnLQdx,soul,0.701,0.417,-7.818,0.0329,0.0888,0.000648,0.186,95.003
05tFLPSXJ1BbqIXy4Jeqfh,soul,0.476,0.299,-17.997,0.131,0.383,0.752,0.384,119.487
72794Eag03xdy7TO0KNuid,soul,0.35,0.12,-11.104,0.0393,0.982,0.000289,0.121,68.995
62ljuuXo0zrcrtJnnOhfxT,soul,0.444,0.152,-12.87,0.0471,0.953,8.85e-05,0.227,115.95
4S4Mfvv03M1cHgIOJcbUCL,soul,0.861,0.647,-7.425,0.0675,0.594,0.661,0.67,158.037
5YM3CwBffEQjNmtvZaGENy,soul,0.853,0.674,-7.357,0.0538,0.556,0.389,0.682,158.032
2INhKpUdzh7v0j041gZNsz,soul,0.819,0.458,-10.223,0.167,0.582,0.173,0.232,122.981
3OahZDXmpxaiKN0SI8yb47,soul,0.821,0.462,-10.22,0.121,0.58,0.143,0.225,122.971
41cpvQ2GyGb2BRdIRSsTqK,soul,0.24,0.116,-13.216,0.0329,0.877,0.00092,0.0937,77.349
6R6ihJhRbgu7JxJKIbW57w,soul,0.654,0.325,-11.925,0.282,0.74,2.14e-05,0.39,139.886
6gtNiLJNLBcV0P6Juenstp,soul,0.64,0.548,-6.965,0.147,0.543,3.1e-06,0.181,148.077
371H6HjS4SXGbQ9IVfFUIL,soul,0.681,0.333,-8.582,0.0974,0.588,0.0,0.564,118.05
2q0VexHJirnUPnEOhr2DxK,soul,0.673,0.463,-7.247,0.191,0.681,4.9e-06,0.268,147.981
6Nle9hKrkL1wQpwNfEkxjh,soul,0.776,0.503,-5.732,0.237,0.874,0.0,0.473,110.134
7ehvyx8K9ZRbOofjeUyIic,soul,0.726,0.329,-11.181,0.0408,0.331,0.00349,0.216,129.844
4osgfFTICMkcGbbigdsa53,soul,0.762,0.508,-9.112,0.0919,0.0584,0.00126,0.37,93.51
3uDbLzXA5iUATgCjSgP6XR,soul,0.756,0.531,-8.485,0.0942,0.049,0.00404,0.377,93.499
3CgZCQyuyxHRMWB9BTwmni,soul,0.653,0.668,-8.183,0.0881,0.00116,0.00269,0.711,160.048
2Fe6vMRRHfY02Jx5mk0cYt,soul,0.818,0.533,-6.051,0.0428,0.152,6.66e-06,0.772,114.965
3Z8SGpCwz7wtcLguPVHFoK,soul,0.786,0.807,-5.138,0.126,0.0356,2.56e-05,0.642,124.015
0Kha5tOG3MGSxmhaK6NLoi,soul,0.741,0.711,-6.802,0.0432,0.0467,2.82e-05,0.563,121.988
5zFDmbKZoutRrsi3cdamj0,soul,0.812,0.74,-5.815,0.106,0.0514,0.0283,0.352,124.936
59HIvSaecnEZnsMUnKIVZV,soul,0.702,0.741,-6.298,0.24,0.283,5.87e-06,0.18,125.944
2LceX69fBnDDBR8QJ3Azx8,soul,0.625,0.625,-5.478,0.052,0.309,0.000335,0.788,129.895
2N8jFQhezkyZs5OyfNJYOW,soul,0.791,0.749,-4.49,0.143,0.348,0.0,0.823,95.976
3ibM3FNh2titO85JMOBSCJ,soul,0.752,0.708,-6.274,0.064,0.0791,0.000743,0.327,125.041
3GQGYPCDykncdv3NPmw3z0,soul,0.889,0.703,-4.384,0.0542,0.0629,0.0,0.891,101.005
0HP1E9U4QpTjS4qLmPOJC6,soul,0.782,0.648,-5.883,0.06,0.0178,1.69e-05,0.283,104.995
6E5ZAkzKaecz8QvD3EzYIQ,soul,0.664,0.7,-5.994,0.0495,0.324,0.0,0.802,115.839
0Atc5YVf9xrhUBiWrk5QSU,soul,0.908,0.517,-6.063,0.13,0.0361,1.77e-06,0.472,136.019
34fPeDL0egbwkeqjMo2ieY,soul,0.799,0.539,-6.351,0.0421,0.199,1.66e-05,0.394,136.948
6p4b70XJIuBgE3NZ8cGIsV,soul,0.75,0.805,-5.193,0.0828,0.147,0.0,0.708,108.016
1JdEVOgWdo1cJzmYg1hSma,soul,0.77,0.504,-7.019,0.0333,0.106,0.0,0.822,110.022
1ZRfIQIaMt60bL7zlzigUW,soul,0.422,0.653,-4.85,0.407,0.0135,0.0,0.729,78.743
0sprvhBCi6F1GuE8sve0uc,soul,0.637,0.594,-5.289,0.0483,0.114,0.0,0.239,159.936
1zNMM7msYaedeYaAlCAeLv,soul,0.694,0.622,-7.33,0.0339,0.00655,0.000147,0.291,104.992
3yviILZZv4UTTARNN45n4f,soul,0.581,0.826,-4.599,0.0623,0.0626,2.85e-06,0.202,118.016
3Yu241SiUSbiv1G76PBsoK,soul,0.747,0.445,-8.518,0.0334,0.261,0.0,0.616,94.983
00MvRRIW0kh48P9A88AXDx,soul,0.612,0.681,-3.089,0.0779,0.0285,0.0,0.619,97.622
6uJqkM0pkwONbRSKAIY2U4,soul,0.589,0.752,-5.039,0.0564,0.0302,0.000802,0.688,180.036
56MMowyK14RQx5OQUxesQG,soul,0.837,0.803,-6.507,0.184,0.0239,0.00816,0.457,127.007
4m2rp7pNDpk8IV73Vm099o,soul,0.798,0.884,-4.386,0.0357,0.0144,0.000756,0.659,122.006
78upmMBMzAO4N1AAagi8gw,soul,0.709,0.728,-5.596,0.0354,0.122,0.0,0.587,113.036
4Ysy9v9ybpxeHZ6p36zkQD,soul,0.781,0.535,-7.403,0.247,0.595,0.0,0.482,144.873
1Q3q94t6BbLozdN4aUiCSj,soul,0.738,0.605,-6.436,0.0934,0.0297,0.00101,0.572,92.016
7738agOqmTAfoHDshpnqRF,soul,0.647,0.823,-4.662,0.184,0.22,0.0,0.962,160.023
7oxIA3xh8iUMaahjb4x2WL,soul,0.744,0.732,-6.537,0.0516,0.0539,0.0,0.432,115.001
6iurNwSoaXayc1U6U9lW4Z,soul,0.794,0.67,-7.194,0.0441,0.337,0.000183,0.782,104.889
6g0uR7tvbJru2GKeMMOaW3,soul,0.626,0.434,-9.987,0.444,0.284,0.00036,0.386,78.215
5M68fKpSPOjBiMv8IKXVRs,soul,0.745,0.636,-5.457,0.0526,0.212,3.86e-05,0.607,86.954
2SpSZ1H2jQiDiueeXlWngj,soul,0.633,0.856,-3.453,0.0357,0.0568,0.0,0.843,119.41
118p9BpiuYSVEPDCz57cGx,soul,0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.928,114.988
5IwKOiPlorRbwZZoTzkEEi,soul,0.489,0.69,-5.352,0.0856,0.0845,0.0,0.652,98.0
2dwEnWHIZ7yb0vf3f76qeN,soul,0.734,0.677,-5.878,0.04,0.0445,0.0,0.592,140.072
5yxcmXViwjXNcMFqe2mavS,soul,0.599,0.666,-4.267,0.0367,0.0536,0.0,0.821,80.984
1zx4igxaOsGSV7IakDwy1v,soul,0.786,0.707,-5.759,0.0605,0.408,0.0,0.587,113.969
0Ll16K6exjeLXSg2ZXzMNw,soul,0.765,0.523,-4.333,0.0301,0.184,3.56e-05,0.394,104.992
7JmUoeFVBqoO9NhaC1d17Z,soul,0.696,0.807,-8.699,0.112,0.173,0.0127,0.558,125.925
3F2AXAYfn4o5VCGo9oIIQv,soul,0.766,0.899,-6.081,0.18,0.0103,0.0,0.77,126.97
23r0FZvvUVQo11KEX70qJc,soul,0.755,0.714,-5.108,0.0943,0.0754,1.25e-06,0.462,101.97
7kEinPKR7lIfy59WdlcWQi,soul,0.778,0.531,-7.432,0.0741,0.00445,0.000237,0.14,98.95
4oMd4Tn2utV94FKLsO3757,soul,0.467,0.756,-5.139,0.337,0.0441,0.0,0.706,158.906
6ZorxdZBA9ljVyT3H928Y3,soul,0.781,0.701,-6.286,0.0682,0.1,0.0,0.689,119.93
52EVjOwD4FNSWbIknaL1Jp,soul,0.733,0.862,-4.343,0.0673,0.0381,0.00301,0.341,121.935
3FhTzOOMJSsa8s0cn13Vtw,soul,0.705,0.89,-6.575,0.0851,0.0855,0.0,0.896,130.052
1wwIpJmU7U16lExMiljGd2,soul,0.775,0.655,-5.662,0.0421,0.487,0.0,0.861,97.993
2XpgoeCN1zlRd1My82Ceb6,soul,0.48,0.708,-6.515,0.375,0.0635,0.0,0.666,134.174
6T3d5y8Am9TR2rux87Hjb9,soul,0.679,0.832,-3.088,0.0552,0.107,0.0,0.273,102.887
0iDsT6Zs4mcOWUpMimjpFc,soul,0.818,0.533,-6.05,0.0428,0.151,6.66e-06,0.774,114.97
29uonHL8trt6NmFRqcB0fR,soul,0.786,0.807,-5.138,0.126,0.0356,2.56e-05,0.643,124.016
6T3xqynUkdQ9KLGNaTMWTL,soul,0.74,0.711,-6.802,0.0432,0.0467,2.74e-05,0.563,121.987
5hj8t1zWS7cPppS5CpJtRX,soul,0.812,0.74,-5.815,0.106,0.0514,0.0296,0.352,124.936
6zXsmIBkjyvq63L2enRhlL,soul,0.702,0.741,-6.297,0.244,0.285,6.37e-06,0.177,125.944
4C6MlID5YRvO8HIDxs3NfL,soul,0.583,0.624,-5.478,0.0482,0.309,0.000335,0.784,95.38
4wmRtf1F5PABC6DGF1VWhn,soul,0.791,0.75,-4.491,0.143,0.35,0.0,0.822,95.984
5jKarXHuT8ps9TQvKW8pjO,soul,0.752,0.706,-6.274,0.0636,0.0797,0.000752,0.33,125.041
1c1psx7AkrGnM7UgoF4eyb,soul,0.889,0.703,-4.384,0.0542,0.0629,0.0,0.891,101.005
2BPtZ98vtA2LkCB2Lim6C9,soul,0.73,0.648,-5.883,0.0729,0.0178,1.73e-05,0.27,104.851
1ULLwJFeifz2sBEMFvpVnv,soul,0.665,0.697,-5.994,0.0488,0.326,0.0,0.799,115.839
2FZKWiXqCTMbzgohQaPvjd,soul,0.908,0.517,-6.063,0.129,0.0361,1.73e-06,0.471,136.019
6hx9X0RcmUE5PngOAlAO0i,soul,0.798,0.539,-6.351,0.0421,0.199,1.66e-05,0.394,136.949
6Z2c0Do9x8wpD2ytMYyi2G,soul,0.749,0.805,-5.193,0.0824,0.147,0.0,0.709,108.016
3XkjUX20sRfWnh7UY77fxb,soul,0.77,0.504,-7.019,0.0333,0.106,0.0,0.822,110.022
1PDCYKk0krD83k3Us8mhTk,soul,0.421,0.653,-4.85,0.398,0.0135,0.0,0.733,78.601
1VRjjw3QLJFvoYpZEqnixE,soul,0.635,0.594,-5.289,0.0498,0.114,0.0,0.238,159.924
03yoWAnhw3BbVN7bDDH2vL,soul,0.694,0.622,-7.331,0.0339,0.00651,0.000136,0.29,104.991
51rzlQ0j8zIIfs5jmnVeMa,soul,0.582,0.826,-4.599,0.0612,0.0614,2.7e-06,0.201,117.948
0huS7RZ07rRyrl8GejKBoT,soul,0.747,0.445,-8.518,0.0334,0.261,0.0,0.616,94.982
2lHLZYBUQmjiSEwwFzjdys,soul,0.613,0.681,-3.089,0.0778,0.0287,0.0,0.619,97.621
0sSQdX9vVst0ul4Qr9cUrx,soul,0.589,0.751,-5.039,0.0565,0.0297,0.000794,0.688,180.036
3CrdmhYr9S16x0uLMODNqW,soul,0.837,0.802,-6.507,0.188,0.0244,0.00874,0.453,127.008
